character,traditional_character,alternate_characters,pinyin,hsk_level,frequency,definition
"髁","","","kē","","5080","thigh bone, hipbone; kneecap"
"黍","","","shǔ","","5081","glutinous millet; KangXi radical number 202"
"芾","","","fèi","","5082","flower; small; little; lush"
"淝","","","féi","","5083","name of an affluent of the Poyang Lake"
"鲎","鱟","鱟","hòu","","5084","king crab"
"鞣","","","róu","","5085","tan, soften"
"髋","髖","髖","kuān","","5086","hipbone; hip"
"闳","閎","閎","hóng","","5087","gate, barrier; wide, vast, expand"
"潆","瀠","瀠","yíng","","5088","tiny stream; swirl around"
"汨","","","mì","","5089","Mi(luo) river in Hunan province where Qu Yuan drowned himself; to sink; used (erroneously) for"
"胍","","","guā","","5090",""
"阏","閼","閼","è","","5091","block, obstruct, stop up"
"钤","鈐","鈐","qián","","5092","lock, latch; stamp, seal"
"鹜","鶩","鶩","wù","","5093","duck"
"鬈","","","quán","","5094","fine growth of hair curly hair"
"铵","銨","銨","ǎn","","5095","ammonium"
"戬","戩","戩","jiǎn","","5096","exterminate, destroy; blessing"
"點","","","diǎn","","5097","dot, speck, spot; point, degree"
"崮","","","gù","","5098","a mesa, hill with flat top and steep sides"
"枰","","","píng","","5099","smooth board; chessboard; chess"
"樯","檣","檣","qiáng","","5100","mast, yard-arm, boom"
"脍","膾","膾","kuài","","5101","minced meat or fish"
"畲","","","shē","","5102","to cultivate land by first setting fire to it"
"衾","","","qīn","","5103","coverlet, quilt"
"蹼","","","pǔ","","5104","webbed feet of waterfowl"
"題","","","tí","","5105","forehead; title, headline; theme"
"劬","","","qú","","5106","be diligent, toil, endeavor"
"咭","","","jī","","5107",""
"囫","","","hú","","5108","entire, whole"
"洱","","","ěr","","5109","a lake in Yunnan"
"刎","","","wěn","","5110","behead, cut throat"
"芏","","","dù","","5111",""
"琊","","","yá","","5112","a place in eastern Shandong"
"碚","","","bèi","","5113","suburb"
"鳕","鱈","鱈","xuě","","5114","codfish"
"谪","謫","謫","zhé","","5115","charge, blame; disgrace; demote"
"芎","","","qiōng","","5116","a kind of herb"
"恂","","","xún","","5117","careful, sincere, honest; trust"
"槿","","","jǐn","","5118","hibiscus"
"鲢","鰱","鰱","lián","","5119","silver carp, hypophthalmiathys"
"鲧","鯀","鯀","gǔn","","5120","giant fish; father of emperor"
"嘧","","","mì","","5121","pyrimidine"
"绀","紺","紺","gàn","","5122","dark blue or reddish color"
"郦","酈","酈","lì","","5123",""
"噱","","","jué","","5124","laugh heartily, laugh aloud"
"浠","","","xī","","5125",""
"潸","","","shān","","5126","weep; tears flowing"
"跏","","","jiā","","5127","sit cross-legged; squat"
"鲶","鯰","鯰","nián","","5128","sheat"
"矍","","","jué","","5129","look about in fright or alarm"
"苌","萇","萇","cháng","","5130","averrhora carambola; surname"
"抻","","","chēn","","5131","pull"
"琰","","","yǎn","","5132","jewel, gem; glitter of gems"
"鹚","鷀","鷀","cí","","5133","cormorant"
"龆","齠","齠","tiáo","","5134","lose baby teeth and get adult teeth"
"臬","","","niè","","5135","law, rule; door post"
"芄","","","wán","","5136",""
"呔","","","dāi","","5137","(Cant.) a necktie, a tire"
"雒","","","luò","","5138","black horse with white mane"
"觞","觴","觴","shāng","","5139","wine vessel; propose toast; feast"
"钒","釩","釩","fán","","5140","vanadium"
"饫","飫","飫","yù","","5141","surfeited, satiated; confer"
"阒","闃","闃","qù","","5142","alone; quiet, still"
"槎","","","chá","","5143","raft; time, occasion; to hew"
"鸩","鴆","鴆","zhèn","","5144","a bird resembling the secretary falcon"
"舂","","","chōng","","5145","grind in mortar"
"谠","讜","讜","dǎng","","5146","counsel, advice; speak out"
"阡","","","qiān","","5147","footpaths between fields; paths"
"莒","","","jǔ","","5148","hemp-like plant; taro; herb"
"萸","","","yú","","5149","dogwood"
"妗","","","jìn","","5150",""
"稔","","","rěn","","5151","ripe grain; harvest; to know, be familiar with"
"穰","","","ráng","","5152","stalks of grain; lush, abundant"
"蚧","","","jiè","","5153","a red spotted lizard, used as medicine"
"餍","饜","饜","yàn","","5154",""
"谯","譙","譙","qiáo","","5155","tower; surname"
"芗","薌","薌","xiāng","","5156","fragrant smell of grain; aromatic"
"菸","","","yān","","5157","to fade; withered or dried leaves; tobacco (used for"
"葩","","","pā","","5158","flowers"
"踔","","","chuō","","5159","to get ahead; to stride; to excel"
"厣","厴","厴","yǎn","","5160","shell"
"佻","","","tiāo","","5161","frivolous; unsteady; delay"
"嘌","","","piào","","5162","fast, speedy"
"饩","餼","餼","xì","","5163","sacrficial victim; gift; grain"
"钏","釧","釧","chuàn","","5164","bracelet, armlet"
"蠓","","","měng","","5165","midges; sandflies"
"黩","黷","黷","dú","","5166","to dishonor, defile, corrupt; soiled"
"倨","","","jù","","5167","arrogant, haughty, rude"
"腸","","","cháng","","5168","intestines; emotions; sausage"
"缬","纈","纈","xié","","5169","patterned silk; tie knot"
"殚","殫","殫","dān","","5170","utmost, entirely, quite; use up"
"钿","鈿","鈿","diàn","","5171","hairpin; gold inlaid work, filigree"
"鎏","","","liú","","5172","pure gold"
"恁","","","nèn","","5173","that, like this, thus, so, such"
"藿","","","huò","","5174","lophanthus rugosus, betony"
"囟","","","xìn","","5175","top of the head; skull"
"鄣","","","zhāng","","5176","name of an ancient city in N. Jiangsu, near Shandong"
"呋","","","fū","","5177",""
"婺","","","wù","","5178","name of a star"
"绱","鞝","鞝","shàng","","5179","the piece of leather used for soles on Chinese shoes; a patch"
"瓯","甌","甌","ōu","","5180","bowl, cup; small tray"
"旃","","","zhān","","5181","silk banner with bent pole"
"锶","鍶","鍶","sī","","5182","strontium"
"酩","","","mǐng","","5183","drunk; intoxicated; tipsy"
"恹","懨","懨","yān","","5184","feeble, sickly; tranquil, calm"
"逶","","","wēi","","5185","winding, curving; swagger"
"缦","縵","縵","màn","","5186","plain silk; simple, plain"
"鸹","鴰","鴰","guā","","5187","the crow"
"螟","","","míng","","5188","kind of caterpillar, larva"
"菟","","","tú","","5189","dodder; creeper"
"阗","闐","闐","tián","","5190","a place in Xinjiang province"
"濉","","","suī","","5191",""
"篑","簣","簣","kuì","","5192","a bamboo basket for carrying earth"
"醪","","","láo","","5193","unclear wine, wine with dregs"
"鲛","鮫","鮫","jiāo","","5194","shark"
"讦","訐","訐","jié","","5195",""
"媪","媼","媼","ǎo","","5196","old woman; lower-class woman"
"邬","鄔","鄔","wū","","5197","various place names; surname"
"殇","殤","殤","shāng","","5198","die young; national mourning"
"鄯","","","shàn","","5199","district in Gansu during the Tang dynasty"
"芡","","","qiàn","","5200","plant allied to the waterlily"
"嫠","","","lí","","5201","a widow"
"肼","","","jǐng","","5202","hydrazine"
"峤","嶠","嶠","jiào","","5203","high pointed mountain"
"矽","","","xì","","5204","silicon"
"讧","訌","訌","hòng","","5205","confusion; internal strife"
"掼","摜","摜","guàn","","5206","throw ground; know, be familiar"
"焖","燜","燜","mèn","","5207","simmer, cook over slow fire"
"愆","","","qiān","","5208","a fault, mistake, error, transgression"
"聩","聵","聵","kuì","","5209","deaf"
"岘","峴","峴","xiàn","","5210","steep hill; mountain in Hubei"
"靛","","","diàn","","5211","indigo; any blue dye"
"菖","","","chāng","","5212","iris, sweet flag, calamus"
"卟","","","bǔ","","5213","a chemical compound; divination; to consider"
"姒","","","sì","","5214","wife of elder brother"
"杷","","","pá","","5215","loquat"
"砉","","","huò","","5216",""
"袢","","","pàn","","5217","robe"
"蚋","","","ruì","","5218","gnat, mosquito"
"笳","","","jiā","","5219","a reed leaf whistle"
"挈","","","qiè","","5220","assist, help, lead by hand"
"關","","","guān","","5221","frontier pass; close; relation"
"踽","","","jǔ","","5222","to walk alone; self-reliant"
"黾","黽","黽","miǎn","","5223","to strive; to endeavor"
"麼","","","me","","5224","interrogative final particle; insignificant, small, tiny"
"侩","儈","儈","kuài","","5225","go-between, broker, proxy"
"凫","鳧","鳧","fú","","5226","wild duck, teal; swim"
"诔","誄","誄","lěi","","5227","eulogize, praise the dead"
"郯","","","tán","","5228","name of a small ancient principality which was situated in what is now part of Shantung and Kiangsu"
"韪","韙","韙","wěi","","5229","right; proper; perpriety"
"挲","","","sā","","5230","to feel or fondle with the fingers"
"笪","","","dá","","5231","a coarse mat of rushes or bamboo"
"鼋","黿","黿","yuán","","5232","large turtle, sea turtle"
"莜","","","yóu","","5233","Avena nuda; a bamboo basket"
"風","","","fēng","","5234","wind; air; manners, atmosphere"
"菅","","","jiān","","5235","coarse grass, themedia forskali"
"嵊","","","shèng","","5236","district in Shaohsing, Chekiang"
"裢","褳","褳","lián","","5237","folding purse inserted in belt"
"趿","","","tā","","5238","to tread on; slipshod"
"箸","","","zhù","","5239","chopsticks"
"莴","萵","萵","wō","","5240","lettuce"
"莠","","","yǒu","","5241","weeds, tares; undesirable, evil"
"阌","閿","閿","wén","","5242","wen xiang, Henan province"
"旯","","","lá","","5243","nook, corner"
"圜","","","huán","","5244","circle, surround; encircle"
"涪","","","fú","","5245","river in Sichuan province"
"赍","齎","齎","jī","","5246","present"
"柞","","","zhà","","5247","oak; spinous evergreen tree; to clear away trees"
"嗍","","","suō","","5248",""
"囵","圇","圇","lún","","5249","all, complete, entire"
"榧","","","fěi","","5250","type of yew"
"裰","","","duō","","5251","to mend clothes"
"笾","籩","籩","biān","","5252","bamboo container for food"
"簟","","","diàn","","5253","bamboo mat"
"跎","","","tuó","","5254","slip, stumble, falter; vacillate"
"巽","","","xùn","","5255","5th of the 8 trigrams; south-east; mild, modest, obedient"
"曷","","","hé","","5256","why? what? where?"
"逖","","","tì","","5257","far, distant; keep at distance"
"骓","騅","騅","zhuī","","5258","piebald horse"
"绔","絝","絝","kù","","5259","trousers"
"枋","","","fāng","","5260","sandalwood; tree used as timber"
"镒","鎰","鎰","yì","","5261","measure of weight for gold"
"魃","","","bá","","5262","drought demon"
"餮","","","tiè","","5263","a legendary animal; a greedy person"
"讵","詎","詎","jù","","5264","an interjection used express surprise"
"乜","","","miē","","5265","to squint; (Cant.) what? huh?"
"鄢","","","yān","","5266","name of a district in Honan"
"瑭","","","táng","","5267","a kind of jade"
"踅","","","xué","","5268","to walk around; turn back midway"
"馓","饊","饊","sǎn","","5269","fried round cakes of wheat flour"
"蟛","","","péng","","5270","a land-crab"
"鳟","鱒","鱒","zūn","","5271","barbel"
"荛","蕘","蕘","ráo","","5272","fuel, firewood; stubble; Wikstroemia japonica"
"菬","","","qiáo","","5273",""
"忪","","","sōng","","5274","quiet, calm, tranquil, peaceful"
"阍","閽","閽","hūn","","5275","gatekeeper; gate, door"
"姹","奼","奼","chà","","5276","beautiful, colorful; girl"
"纰","紕","紕","pī","","5277","spoiled silk; hem of dress; mista"
"桉","","","ān","","5278","eucalyptus"
"氪","","","kè","","5279","krypton"
"氘","","","dāo","","5280","deuterium"
"垅","壠","壠","lǒng","","5281","mound, grave; ridge in field"
"郃","","","hé","","5282","county in Shanxi province"
"汊","","","chà","","5283","a branching stream"
"娉","","","pīng","","5284","beautiful, attractive, charming, graceful"
"纡","紆","紆","yū","","5285","bend, turn, twist; distort"
"缟","縞","縞","gǎo","","5286","white raw silk"
"旮","","","gā","","5287","nook, corner"
"镢","钁","钁","jué","","5288","hoe"
"傈","","","lì","","5289","tribe"
"堋","","","péng","","5290","bury"
"蔺","藺","藺","lìn","","5291","rush used for making mats; surnam"
"庥","","","xiū","","5292","shade; shelter, protection"
"枥","櫪","櫪","lì","","5293","type of oak; stable"
"腭","齶","齶","è","","5294","palate, roof of mouth"
"鹕","鶘","鶘","hú","","5295","pelican"
"笮","","","zé","","5296","boards which support tiles on roof"
"髂","","","qià","","5297","the pelvis"
"魍","","","wǎng","","5298","demons, mountain spirits"
"缁","緇","緇","zī","","5299","black silk"
"槊","","","shuò","","5300","spear, lance"
"跞","躒","躒","lì","","5301","walk, move"
"醚","","","mí","","5302","ether"
"吒","","","zhā","","5303","shout, roar, bellow; scold"
"枳","","","zhǐ","","5304","trifoliate orange; hedge thorn; (Cant.) a plug"
"搿","","","gé","","5305",""
"鹧","鷓","鷓","zhè","","5306","partridge"
"蜍","","","chú","","5307","toad"
"舻","艫","艫","lú","","5308","bow or prow of boat"
"鏊","","","ào","","5309","a flat, iron cooking-plate for cakes"
"禳","","","ráng","","5310","pray or sacrifice, exorcise"
"蒺","","","jí","","5311","furze; gorse"
"钹","鈸","鈸","bó","","5312","cymbals"
"蜢","","","měng","","5313","grasshopper"
"鬻","","","yù","","5314","sell; child, childish; nourish"
"珩","","","háng","","5315","the top gem of the pendants"
"卮","","","zhī","","5316","measuring cup; wine container"
"垭","埡","埡","yā","","5317","character used in place names"
"苄","","","biàn","","5318","benzyl"
"苕","","","sháo","","5319","rush plant"
"菀","","","wǎn","","5320","luxuriance of growth"
"骠","驃","驃","biāo","","5321","charger, steed; swift, valiant"
"袷","","","jiá","","5322","lined garment"
"跹","躚","躚","xiān","","5323","wander about, walk around; revolve"
"瘘","瘻","瘻","lòu","","5324","fistula, sore, ulcer, goiter"
"騔","","","gé","","5325",""
"論","","","lùn","","5326","debate; discuss; discourse"
"磬","","","qìng","","5327","musical instrument; musical stone"
"缶","","","fǒu","","5328","earthen crock or jar; rad. 121"
"笸","","","pǒ","","5329","flat basket for grain"
"鸷","鷙","鷙","zhì","","5330","hawk, vulture"
"頭","","","tóu","","5331","head; top; chief, first; boss"
"芰","","","jì","","5332","water caltrop"
"蕲","蘄","蘄","qí","","5333","variety of artemisia seek"
"阆","閬","閬","láng","","5334","high door; high gate; high, lofty"
"纨","紈","紈","wán","","5335","white silk, fine silk; gauze"
"琮","","","cóng","","5336","octagonal piece of jade with hole in middle"
"牦","犛","犛","máo","","5337","tail; hair; yak"
"砩","","","fú","","5338",""
"蠲","","","juān","","5339","the millipede sometimes confounded with the grow-worm; bright, clear"
"锒","鋃","鋃","láng","","5340","lock"
"锕","錒","錒","ā","","5341","actinium (Ac)"
"郓","鄆","鄆","yùn","","5342",""
"妯","","","zhóu","","5343",""
"驷","駟","駟","sì","","5344","team of four horses; horses"
"鹩","鷯","鷯","liáo","","5345","wren"
"舢","","","shān","","5346","sampan"
"趸","躉","躉","dǔn","","5347","sell or buy wholesale; store"
"證","","","zhèng","","5348","proof, evidence; testify, verify"
"養","","","yǎng","","5349","raise, rear, bring up; support"
"芫","","","yán","","5350","daphne genkwa, poisonous plant"
"嗉","","","sù","","5351",""
"蠊","","","lián","","5352",""
"笊","","","zhào","","5353","ladle, bamboo skimmer"
"莸","蕕","蕕","yóu","","5354","caryopteris divaricata"
"饴","飴","飴","yí","","5355","sweet-meats; sweet-cakes; syrup"
"阃","閫","閫","kǔn","","5356",""
"浯","","","wú","","5357","name of a river in Shandong"
"枇","","","pí","","5358","loquat"
"焱","","","yàn","","5359","flames"
"铆","鉚","鉚","mǎo","","5360","rivet"
"擤","","","xǐng","","5361","to blow the nose with fingers"
"柢","","","dǐ","","5362","root, base; bottom of object"
"醢","","","hǎi","","5363","minced pickled meat; mince"
"呲","","","cī","","5364","give a talking-to"
"崾","","","yǎo","","5365","place name in Shanxi province"
"溆","漵","漵","xù","","5366","river in Hunan"
"潴","瀦","瀦","zhū","","5367","pond; a pool"
"牖","","","yǒu","","5368","window; lead enlightenment"
"硪","","","wò","","5369",""
"碓","","","duì","","5370","pestle"
"鹆","鵒","鵒","yù","","5371","myna; manah; Acridotheres tristis"
"鬣","","","liè","","5372",""
"堀","","","kū","","5373","cave, hole"
"帙","","","zhì","","5374","book cover; satchel or bag"
"雱","","","pāng","","5375","snowing heavily"
